字段名称	id		name	bookId	fullName	mutateFullName	icon	uiScale	uiOffsetZ	uiOffsetY	levelRange	expMultiple	sexWeight	race	evolutionRule	maxWake	catchProbability	runawayProbability	intro	price	mutateHp	mutateSpeed	mutatepAtk	mutatepDef	mutatesAtk	mutatesDef	mutateCost	level_hpMultiple	level_speedMultiple	level_pAtkMultiple	level_pDefMultiple	level_sAtkMultiple	level_sDefMultiple	star_hpMultiple	star_speedMultiple	star_pAtkMultiple	star_pDefMultiple	star_sAtkMultiple	star_sDefMultiple	wake_hpMultiple	wake_speedMultiple	wake_pAtkMultiple	wake_pDefMultiple	wake_sAtkMultiple	wake_sDefMultiple	quality	starLevel
40	10600301	雷卓	10600301_name	9	myplugin/pet_10600301	myplugin/pet_10300801	set:g2038_pokemon_icon.json image:pet_50_1	0.6	0	0	1#60	1	1,50#2,50	5	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
41	10400901		10400901_name		myplugin/pet_10400901	myplugin/pet_10300801	set:g2038_pokemon_icon.json image:pet_31_1	0.68	0	-0.1	1#60	1	1,50#2,50	5	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
42	10400902		10400902_name		myplugin/pet_10400902	myplugin/pet_10300801	set:g2038_pokemon_icon.json image:pet_31_2	0.7	0	-0.02	1#60	1	1,50#2,50	5	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
43	10401301		10401301_name		myplugin/pet_10401301	myplugin/pet_10300801	set:g2038_pokemon_icon.json image:pet_35_1 	0.6	0	0	1#60	1	1,50#2,50	5	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
44	10200901	库洛斯	10200901_name	2	myplugin/pet_10200901	myplugin/pet_10300801	set:g2038_pokemon_icon.json image:pet_36_1	0.55	0	-0.2	1#60	1	1,50#2,50	2	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
45	10201102		10201102_name		myplugin/pet_10201102	myplugin/pet_10300801	set:g2038_pokemon_icon.json image:pet_38_2	0.35	0	0	1#60	1	1,50#2,50	5	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
46	10300901		10300901_name		myplugin/pet_10300901	myplugin/pet_10300801	set:g2038_pokemon_icon.json image:pet_40_1	0.8	0	-0.1	1#60	1	1,50#2,50	5	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
47	10300902		10300902_name		myplugin/pet_10300902	myplugin/pet_10300801	set:g2038_pokemon_icon.json image:pet_40_2	0.65	0	0	1#60	1	1,50#2,50	5	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
48	10100401		10100401_name		myplugin/pet_10100401	myplugin/pet_10300801	set:g2038_pokemon_icon.json image:pet_44_1	0.6	0	0	1#60	1	1,50#2,50	5	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
49	10401201		10401201_name		myplugin/pet_10401201	myplugin/pet_10300801	set:g2038_pokemon_icon.json image:pet_34_1	0.6	0	-0.1	1#60	1	1,50#2,50	5	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
50	10201101		10201101_name		myplugin/pet_10201101	myplugin/pet_10300801	set:g2038_pokemon_icon.json image:pet_38_1	0.58	0	-0.1	1#60	1	1,50#2,50	5	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
51	10100702		10100702_name		myplugin/pet_10100702	myplugin/pet_10300801	set:g2038_pokemon_icon.json image:pet_47_2	0.7	0	-0.1	1#60	1	1,50#2,50	5	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
54	10500401	伯鲁斯	10500401_name	8	myplugin/pet_10500401	myplugin/pet_10300801	set:g2038_pokemon_icon.json image:pet_51_1	0.55	0	0	1#60	1	1,50#2,50	5	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
55	10301301	瓦尔基里	10301301_name	7	myplugin/pet_10301301	myplugin/pet_10300801	set:g2038_pokemon_icon.json image:pet_54_1	0.55	0	0	1#60	1	1,50#2,50	3	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
56	10500501	阿波菲斯	10500501_name	6	myplugin/pet_10500501	myplugin/pet_10300801	set:g2038_pokemon_icon.json image:pet_55_1	0.55	0	0	1#60	1	1,50#2,50	5	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
57	10301401	卡纳尔	10301401_name	5	myplugin/pet_10301401	myplugin/pet_10300801	set:g2038_pokemon_icon.json image:pet_49_1	0.55	0	0	1#60	1	1,50#2,50	5	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
58_1	10100801	暗牙	10100801_name	3	myplugin/pet_10100801	myplugin/pet_10100801	set:g2038_pokemon_icon.json image:pet_58_1	0.7	0	-0.1	1#17	1	1,50#2,50	1	10100802#2	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
58_2	10100802	黑爪	10100802_name	3	myplugin/pet_10100802	myplugin/pet_10100801	set:g2038_pokemon_icon.json image:pet_58_2	0.55	0	0	18#60	1	1,50#2,50	1	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
59_1	10501501	小艾达丝	10501501_name	1	myplugin/pet_10501501	myplugin/pet_10100801	set:g2038_pokemon_icon.json image:pet_59_1	0.55	0	0	18#60	1	1,50#2,50	5	10501502#2	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
59_2	10501502	艾达丝	10501502_name	1	myplugin/pet_10501502	myplugin/pet_10100801	set:g2038_pokemon_icon.json image:pet_59_2	0.55	0	0	18#60	1	1,50#2,50	5	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
60_1	10100901	小阿狸	10100901_name	4	myplugin/pet_10100901	myplugin/pet_10100901	set:g2038_pokemon_icon.json image:pet_60_1	0.7	0	-0.1	1#17	1	1,50#2,50	1	10100902#2	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
60_2	10100902	阿狸	10100902_name	4	myplugin/pet_10100902	myplugin/pet_10100901	set:g2038_pokemon_icon.json image:pet_60_2	0.6	0	0	18#60	1	1,50#2,50	1	0	5	0.01	0.1		10	250	0	100	100	100	100		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4
	101		属性加成主动测试		myplugin/pet_10200101	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.7	0	7.98	1#17	1	1,50#2,50	2	0	5	0.85	0.1	intro_10200101		100	101	102	103	104	105		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
	102		属性加成被动测试		myplugin/pet_10200101	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.7	0	8.98	1#17	1	1,50#2,50	2	0	5	0.85	0.1	intro_10200101		100	101	102	103	104	105		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
	103		属性减益主动测试		myplugin/pet_10200101	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.7	0	9.98	1#17	1	1,50#2,50	2	0	5	0.85	0.1	intro_10200101		100	101	102	103	104	105		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
	104		属性减益被动测试		myplugin/pet_10200101	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.7	0	10.98	1#17	1	1,50#2,50	2	0	5	0.85	0.1	intro_10200101		100	101	102	103	104	105		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
	105		主动施加混乱/麻痹/睡眠		myplugin/pet_10200101	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.7	0	11.98	1#17	1	1,50#2,50	2	0	5	0.85	0.1	intro_10200101		100	101	102	103	104	105		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
	106		被动施加混乱/麻痹/睡眠		myplugin/pet_10200101	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.7	0	12.98	1#17	1	1,50#2,50	2	0	5	0.85	0.1	intro_10200101		100	101	102	103	104	105		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
	107		主动施加灼烧/潮湿/中毒		myplugin/pet_10200101	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.7	0	13.98	1#17	1	1,50#2,50	2	0	5	0.85	0.1	intro_10200101		100	101	102	103	104	105		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
	108		被动施加灼烧/潮湿/中毒		myplugin/pet_10200101	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.7	0	14.98	1#17	1	1,50#2,50	2	0	5	0.85	0.1	intro_10200101		100	101	102	103	104	105		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
	109		无限连击主动测试		myplugin/pet_10200101	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.7	0	15.98	1#17	1	1,50#2,50	2	0	5	0.85	0.1	intro_10200101		100	101	102	103	104	105		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
	110		无限连击被动测试		myplugin/pet_10200101	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.7	0	16.98	1#17	1	1,50#2,50	2	0	5	0.85	0.1	intro_10200101		100	101	102	103	104	105		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
	111		反击测试		myplugin/pet_10200101	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.7	0	17.98	1#17	1	1,50#2,50	2	0	5	0.85	0.1	intro_10200101		100	101	102	103	104	105		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
	112		反弹测试		myplugin/pet_10200101	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.7	0	18.98	1#17	1	1,50#2,50	2	0	5	0.85	0.1	intro_10200101		100	101	102	103	104	105		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
	113		吸血被动测试		myplugin/pet_10200101	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.7	0	19.98	1#17	1	1,50#2,50	2	0	5	0.85	0.1	intro_10200101		100	101	102	103	104	105		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
	114		回血被动测试		myplugin/pet_10200101	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.7	0	20.98	1#17	1	1,50#2,50	2	0	5	0.85	0.1	intro_10200101		100	101	102	103	104	105		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
	115		复活测试		myplugin/pet_10200101	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.7	0	21.98	1#17	1	1,50#2,50	2	0	5	0.85	0.1	intro_10200101		100	101	102	103	104	105		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
	116		全异常免疫测试		myplugin/pet_10200101	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.7	0	22.98	1#17	1	1,50#2,50	2	0	5	0.85	0.1	intro_10200101		100	101	102	103	104	105		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
	117		六星测试宠		myplugin/pet_10300801	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	0.53	0	23.98	1#60	1	1,50#2,50	3	0	5	0.01	0.1		10	250	0	100	100	100	100		1000	1	1000	1	1000	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3
示例1	1		小火龙		myplugin/pokemon_1	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	1	0	24.98	1#15	1	1,50#2,50	1	2#2	4	0.85	0.1		300	400	50	200	100	200	100		0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	1	1	1	1	1	1	1	1
示例2	2		火恐龙		myplugin/pokemon_2	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	1	0	25.98	16#20	1	1,50#2,50	1	3#4	4	0.85	0.1		100	400	50	200	100	200	100		0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	1	1	1	1	1	1	1	2
示例3	3		喷火龙		myplugin/pokemon_3	myplugin/pet_10300801	set:g2038_pokemon_badge.json image:g2038_badge_water_04	1	0	26.98	21#30	1	1,50#2,50	1	0	4	0.85	0.1		2500	400	50	200	100	200	100		0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	1	1	1	1	1	1	1	3
