id	name	content
7020731	npc_70207_name	npc_70207_dialogue_3_1
7020831	npc_70208_name	npc_70208_dialogue_3_1
7020931	npc_70209_name	npc_70209_dialogue_3_1
7021031	npc_70210_name	npc_70210_dialogue_3_1
7021131	npc_70211_name	npc_70211_dialogue_3_1
7021231	npc_70212_name	npc_70212_dialogue_3_1
7030131	npc_70301_name	npc_70301_dialogue_3_1
7030231	npc_70302_name	npc_70302_dialogue_3_1
7030331	npc_70303_name	npc_70303_dialogue_3_1
7030431	npc_70304_name	npc_70304_dialogue_3_1
7030531	npc_70305_name	npc_70305_dialogue_3_1
7030631	npc_70306_name	npc_70306_dialogue_3_1
7030731	npc_70307_name	npc_70307_dialogue_3_1
7030831	npc_70308_name	npc_70308_dialogue_3_1
7030931	npc_70309_name	npc_70309_dialogue_3_1
7031031	npc_70310_name	npc_70310_dialogue_3_1
7031131	npc_70311_name	npc_70311_dialogue_3_1
7031231	npc_70312_name	npc_70312_dialogue_3_1
7040131	npc_70401_name	npc_70401_dialogue_3_1
7040231	npc_70402_name	npc_70402_dialogue_3_1
7040331	npc_70403_name	npc_70403_dialogue_3_1
7040431	npc_70404_name	npc_70404_dialogue_3_1
7040531	npc_70405_name	npc_70405_dialogue_3_1
7040631	npc_70406_name	npc_70406_dialogue_3_1
7040731	npc_70407_name	npc_70407_dialogue_3_1
7040831	npc_70408_name	npc_70408_dialogue_3_1
7040931	npc_70409_name	npc_70409_dialogue_3_1
7041031	npc_70410_name	npc_70410_dialogue_3_1
7041131	npc_70411_name	npc_70411_dialogue_3_1
7041231	npc_70412_name	npc_70412_dialogue_3_1
7010124	npc_70101_name	npc_70101_dialogue_2_4
7010224	npc_70102_name	npc_70102_dialogue_2_4
7010324	npc_70103_name	npc_70103_dialogue_2_4
7010424	npc_70104_name	npc_70104_dialogue_2_4
7010524	npc_70105_name	npc_70105_dialogue_2_4
7010624	npc_70106_name	npc_70106_dialogue_2_4
7010724	npc_70107_name	npc_70107_dialogue_2_4
7010824	npc_70108_name	npc_70108_dialogue_2_4
7010924	npc_70109_name	npc_70109_dialogue_2_4
7011024	npc_70110_name	npc_70110_dialogue_2_4
7011124	npc_70111_name	npc_70111_dialogue_2_4
7011224	npc_70112_name	npc_70112_dialogue_2_4
7020124	npc_70201_name	npc_70201_dialogue_2_4
7020224	npc_70202_name	npc_70202_dialogue_2_4
7020324	npc_70203_name	npc_70203_dialogue_2_4
7020424	npc_70204_name	npc_70204_dialogue_2_4
7020524	npc_70205_name	npc_70205_dialogue_2_4
7020624	npc_70206_name	npc_70206_dialogue_2_4
7020724	npc_70207_name	npc_70207_dialogue_2_4
7020824	npc_70208_name	npc_70208_dialogue_2_4
7020924	npc_70209_name	npc_70209_dialogue_2_4
7021024	npc_70210_name	npc_70210_dialogue_2_4
7021124	npc_70211_name	npc_70211_dialogue_2_4
7021224	npc_70212_name	npc_70212_dialogue_2_4
7030124	npc_70301_name	npc_70301_dialogue_2_4
7030224	npc_70302_name	npc_70302_dialogue_2_4
7030324	npc_70303_name	npc_70303_dialogue_2_4
7030424	npc_70304_name	npc_70304_dialogue_2_4
7030524	npc_70305_name	npc_70305_dialogue_2_4
7030624	npc_70306_name	npc_70306_dialogue_2_4
7030724	npc_70307_name	npc_70307_dialogue_2_4
7030824	npc_70308_name	npc_70308_dialogue_2_4
7030924	npc_70309_name	npc_70309_dialogue_2_4
7031024	npc_70310_name	npc_70310_dialogue_2_4
7031124	npc_70311_name	npc_70311_dialogue_2_4
7031224	npc_70312_name	npc_70312_dialogue_2_4
7040124	npc_70401_name	npc_70401_dialogue_2_4
7040224	npc_70402_name	npc_70402_dialogue_2_4
7040324	npc_70403_name	npc_70403_dialogue_2_4
7040424	npc_70404_name	npc_70404_dialogue_2_4
7040524	npc_70405_name	npc_70405_dialogue_2_4
7040624	npc_70406_name	npc_70406_dialogue_2_4
7040724	npc_70407_name	npc_70407_dialogue_2_4
7040824	npc_70408_name	npc_70408_dialogue_2_4
7040924	npc_70409_name	npc_70409_dialogue_2_4
7041024	npc_70410_name	npc_70410_dialogue_2_4
7041124	npc_70411_name	npc_70411_dialogue_2_4
7041224	npc_70412_name	npc_70412_dialogue_2_4
7010123	npc_70101_name	npc_pvp_noteam
7010223	npc_70102_name	npc_pvp_noteam
7010323	npc_70103_name	npc_pvp_noteam
7010423	npc_70104_name	npc_pvp_noteam
7010523	npc_70105_name	npc_pvp_noteam
7010623	npc_70106_name	npc_pvp_noteam
7010723	npc_70107_name	npc_pvp_noteam
7010823	npc_70108_name	npc_pvp_noteam
7010923	npc_70109_name	npc_pvp_noteam
7011023	npc_70110_name	npc_pvp_noteam
7011123	npc_70111_name	npc_pvp_noteam
7011223	npc_70112_name	npc_pvp_noteam
7020123	npc_70201_name	npc_pvp_noteam
7020223	npc_70202_name	npc_pvp_noteam
7020323	npc_70203_name	npc_pvp_noteam
7020423	npc_70204_name	npc_pvp_noteam
7020523	npc_70205_name	npc_pvp_noteam
7020623	npc_70206_name	npc_pvp_noteam
7020723	npc_70207_name	npc_pvp_noteam
7020823	npc_70208_name	npc_pvp_noteam
7020923	npc_70209_name	npc_pvp_noteam
7021023	npc_70210_name	npc_pvp_noteam
7021123	npc_70211_name	npc_pvp_noteam
7021223	npc_70212_name	npc_pvp_noteam
7030123	npc_70301_name	npc_pvp_noteam
7030223	npc_70302_name	npc_pvp_noteam
7030323	npc_70303_name	npc_pvp_noteam
7030423	npc_70304_name	npc_pvp_noteam
7030523	npc_70305_name	npc_pvp_noteam
7030623	npc_70306_name	npc_pvp_noteam
7030723	npc_70307_name	npc_pvp_noteam
7030823	npc_70308_name	npc_pvp_noteam
7030923	npc_70309_name	npc_pvp_noteam
7031023	npc_70310_name	npc_pvp_noteam
7031123	npc_70311_name	npc_pvp_noteam
7031223	npc_70312_name	npc_pvp_noteam
7040123	npc_70401_name	npc_pvp_noteam
7040223	npc_70402_name	npc_pvp_noteam
7040323	npc_70403_name	npc_pvp_noteam
7040423	npc_70404_name	npc_pvp_noteam
7040523	npc_70405_name	npc_pvp_noteam
7040623	npc_70406_name	npc_pvp_noteam
7040723	npc_70407_name	npc_pvp_noteam
7040823	npc_70408_name	npc_pvp_noteam
7040923	npc_70409_name	npc_pvp_noteam
7041023	npc_70410_name	npc_pvp_noteam
7041123	npc_70411_name	npc_pvp_noteam
7041223	npc_70412_name	npc_pvp_noteam
7010122	npc_70101_name	npc_gym_wrongorder
7010222	npc_70102_name	npc_gym_wrongorder
7010322	npc_70103_name	npc_gym_wrongorder
7010422	npc_70104_name	npc_gym_wrongorder
7010522	npc_70105_name	npc_gym_wrongorder
7010622	npc_70106_name	npc_gym_wrongorder
7010722	npc_70107_name	npc_gym_wrongorder
7010822	npc_70108_name	npc_gym_wrongorder
7010922	npc_70109_name	npc_gym_wrongorder
7011022	npc_70110_name	npc_gym_wrongorder
7011122	npc_70111_name	npc_gym_wrongorder
7011222	npc_70112_name	npc_gym_wrongorder
7020122	npc_70201_name	npc_gym_wrongorder
7020222	npc_70202_name	npc_gym_wrongorder
7020322	npc_70203_name	npc_gym_wrongorder
7020422	npc_70204_name	npc_gym_wrongorder
7020522	npc_70205_name	npc_gym_wrongorder
7020622	npc_70206_name	npc_gym_wrongorder
7020722	npc_70207_name	npc_gym_wrongorder
7020822	npc_70208_name	npc_gym_wrongorder
7020922	npc_70209_name	npc_gym_wrongorder
7021022	npc_70210_name	npc_gym_wrongorder
7021122	npc_70211_name	npc_gym_wrongorder
7021222	npc_70212_name	npc_gym_wrongorder
7030122	npc_70301_name	npc_gym_wrongorder
7030222	npc_70302_name	npc_gym_wrongorder
7030322	npc_70303_name	npc_gym_wrongorder
7030422	npc_70304_name	npc_gym_wrongorder
7030522	npc_70305_name	npc_gym_wrongorder
7030622	npc_70306_name	npc_gym_wrongorder
7030722	npc_70307_name	npc_gym_wrongorder
7030822	npc_70308_name	npc_gym_wrongorder
7030922	npc_70309_name	npc_gym_wrongorder
7031022	npc_70310_name	npc_gym_wrongorder
7031122	npc_70311_name	npc_gym_wrongorder
7031222	npc_70312_name	npc_gym_wrongorder
7040122	npc_70401_name	npc_gym_wrongorder
7040222	npc_70402_name	npc_gym_wrongorder
7040322	npc_70403_name	npc_gym_wrongorder
7040422	npc_70404_name	npc_gym_wrongorder
7040522	npc_70405_name	npc_gym_wrongorder
7040622	npc_70406_name	npc_gym_wrongorder
7040722	npc_70407_name	npc_gym_wrongorder
7040822	npc_70408_name	npc_gym_wrongorder
7040922	npc_70409_name	npc_gym_wrongorder
7041022	npc_70410_name	npc_gym_wrongorder
7041122	npc_70411_name	npc_gym_wrongorder
7041222	npc_70412_name	npc_gym_wrongorder
7010126	npc_70101_name	npc_pvp_wrongrace_2
7010226	npc_70102_name	npc_pvp_wrongrace_2
7010326	npc_70103_name	npc_pvp_wrongrace_2
7010426	npc_70104_name	npc_pvp_wrongrace_2
7010526	npc_70105_name	npc_pvp_wrongrace_2
7010626	npc_70106_name	npc_pvp_wrongrace_2
7010726	npc_70107_name	npc_pvp_wrongrace_2
7010826	npc_70108_name	npc_pvp_wrongrace_2
7010926	npc_70109_name	npc_pvp_wrongrace_2
7011026	npc_70110_name	npc_pvp_wrongrace_2
7011126	npc_70111_name	npc_pvp_wrongrace_2
7011226	npc_70112_name	npc_pvp_wrongrace_2
7020126	npc_70201_name	npc_pvp_wrongrace_3
7020226	npc_70202_name	npc_pvp_wrongrace_3
7020326	npc_70203_name	npc_pvp_wrongrace_3
7020426	npc_70204_name	npc_pvp_wrongrace_3
7020526	npc_70205_name	npc_pvp_wrongrace_3
7020626	npc_70206_name	npc_pvp_wrongrace_3
7020726	npc_70207_name	npc_pvp_wrongrace_3
7020826	npc_70208_name	npc_pvp_wrongrace_3
7020926	npc_70209_name	npc_pvp_wrongrace_3
7021026	npc_70210_name	npc_pvp_wrongrace_3
7021126	npc_70211_name	npc_pvp_wrongrace_3
7021226	npc_70212_name	npc_pvp_wrongrace_3
7030126	npc_70301_name	npc_pvp_wrongrace_4
7030226	npc_70302_name	npc_pvp_wrongrace_4
7030326	npc_70303_name	npc_pvp_wrongrace_4
7030426	npc_70304_name	npc_pvp_wrongrace_4
7030526	npc_70305_name	npc_pvp_wrongrace_4
7030626	npc_70306_name	npc_pvp_wrongrace_4
7030726	npc_70307_name	npc_pvp_wrongrace_4
7030826	npc_70308_name	npc_pvp_wrongrace_4
7030926	npc_70309_name	npc_pvp_wrongrace_4
7031026	npc_70310_name	npc_pvp_wrongrace_4
7031126	npc_70311_name	npc_pvp_wrongrace_4
7031226	npc_70312_name	npc_pvp_wrongrace_4
7100151	npc_trans_name_glory	npc_force_talk_dialogue_glory
