n_id			n_hurt_type	n_race	n_type	n_target	n_count	n_is_effect_triiger	n_hurt	n_skill_speed	n_accuracy	n_max_number	s_skill_effect	s_setting_full_name	s_name	s_describe	s_icon	n_score	n_setting_full_id
1203006			0	0	2	1	1	0	0	0	0	-1	12030061	player_skill_1_timeline	passive_skill_1203006_name	passive_skill_1203006_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203006	200	1
1203007			0	0	2	1	1	0	0	0	0	-1	12030071	player_skill_1_timeline	passive_skill_1203007_name	passive_skill_1203007_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203007	200	1
1203008			0	0	2	1	1	0	0	0	0	-1	12030081	player_skill_1_timeline	passive_skill_1203008_name	passive_skill_1203008_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203008	200	1
1203009			0	0	2	1	1	0	0	0	0	-1	12030091	player_skill_1_timeline	passive_skill_1203009_name	passive_skill_1203009_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203009	200	1
1203010			0	0	2	1	1	0	0	0	0	-1	12030101	player_skill_1_timeline	passive_skill_1203010_name	passive_skill_1203010_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203010	200	1
1203011			0	0	2	1	1	0	0	0	0	-1	12030111	player_skill_1_timeline	passive_skill_1203011_name	passive_skill_1203011_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203011	200	1
1203012			0	0	2	1	1	0	0	0	0	-1	12030121	player_skill_1_timeline	passive_skill_1203012_name	passive_skill_1203012_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203012	200	1
1203013			0	0	2	1	1	0	0	0	0	-1	12030131	player_skill_1_timeline	passive_skill_1203013_name	passive_skill_1203013_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203013	200	1
1203014			0	0	2	1	1	0	0	0	0	-1	12030141	player_skill_1_timeline	passive_skill_1203014_name	passive_skill_1203014_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203014	200	1
1203015			0	0	2	1	1	0	0	0	0	-1	12030151	player_skill_1_timeline	passive_skill_1203015_name	passive_skill_1203015_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203015	200	1
1203016			0	0	2	1	1	0	0	0	0	-1	12030161	player_skill_1_timeline	passive_skill_1203016_name	passive_skill_1203016_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203016	200	1
1203017			0	0	2	1	1	0	0	0	0	-1	12030171	player_skill_1_timeline	passive_skill_1203017_name	passive_skill_1203017_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203017	200	1
1203018			0	0	2	1	1	0	0	0	0	-1	12030181	player_skill_1_timeline	passive_skill_1203018_name	passive_skill_1203018_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203018	200	1
1203019			0	0	2	1	1	0	0	0	0	-1	12030191	player_skill_1_timeline	passive_skill_1203019_name	passive_skill_1203019_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203019	200	1
1203020			0	0	2	1	1	0	0	0	0	-1	12030201	player_skill_1_timeline	passive_skill_1203020_name	passive_skill_1203020_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203020	200	1
1203021			0	0	2	1	1	0	0	0	0	-1	12030211	player_skill_1_timeline	passive_skill_1203021_name	passive_skill_1203021_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203021	200	1
1203022			0	0	2	1	1	0	0	0	0	-1	12030221	player_skill_1_timeline	passive_skill_1203022_name	passive_skill_1203022_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203022	200	1
1203023			0	0	2	1	1	0	0	0	0	-1	12030231	player_skill_1_timeline	passive_skill_1203023_name	passive_skill_1203023_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203023	200	1
1203024			0	0	2	1	1	0	0	0	0	-1	12030241	player_skill_1_timeline	passive_skill_1203024_name	passive_skill_1203024_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203024	200	1
1203025			0	0	2	1	1	0	0	0	0	-1	12030251	player_skill_1_timeline	passive_skill_1203025_name	passive_skill_1203025_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203025	200	1
1203026			0	0	2	1	1	0	0	0	0	-1	12030261	player_skill_1_timeline	passive_skill_1203026_name	passive_skill_1203026_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203026	200	1
1203027			0	0	2	1	1	0	0	0	0	-1	12030271	player_skill_1_timeline	passive_skill_1203027_name	passive_skill_1203027_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203027	200	1
1203028			0	0	2	1	1	0	0	0	0	-1	12030281,12030282	player_skill_1_timeline	passive_skill_1203028_name	passive_skill_1203028_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203028	200	1
1203029			0	0	2	1	1	0	0	0	0	-1	12030291	player_skill_1_timeline	passive_skill_1203029_name	passive_skill_1203029_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203029	200	1
1203030			0	0	2	1	1	0	0	0	0	-1	12030301	player_skill_1_timeline	passive_skill_1203030_name	passive_skill_1203030_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203030	200	1
1203031			0	0	2	1	1	0	0	0	0	-1	12030311	player_skill_1_timeline	passive_skill_1203031_name	passive_skill_1203031_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203031	200	1
1203032			0	0	2	1	1	0	0	0	0	-1	12030321	player_skill_1_timeline	passive_skill_1203032_name	passive_skill_1203032_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203032	200	1
1203033			0	0	2	1	1	0	0	0	0	-1	12030331	player_skill_1_timeline	passive_skill_1203033_name	passive_skill_1203033_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203033	200	1
1203034			0	0	2	1	1	0	0	0	0	-1	12030341	player_skill_1_timeline	passive_skill_1203034_name	passive_skill_1203034_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203034	200	1
1203035			0	0	2	1	1	0	0	0	0	-1	12030351	player_skill_1_timeline	passive_skill_1203035_name	passive_skill_1203035_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203035	200	1
1203036			0	0	2	1	1	0	0	0	0	-1	12030361,12030362	player_skill_1_timeline	passive_skill_1203036_name	passive_skill_1203036_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203036	200	1
1203037			0	0	2	1	1	0	0	0	0	-1	12030371	player_skill_1_timeline	passive_skill_1203037_name	passive_skill_1203037_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203037	200	1
1203038			0	0	2	1	1	0	0	0	0	-1	12030381	player_skill_1_timeline	passive_skill_1203038_name	passive_skill_1203038_desc	set:g2038_pokemon_passive_skill.json image:g2038_skill_1203038	200	1
1301001			0	0	2	1	1	0	0	0	0	-1	13010011,13010012,13010013	player_skill_1_timeline	ability_skill_1301001_name	ability_skill_1301001_desc		200	1
1301002			0	0	2	1	1	0	0	0	0	-1	13010021,13010022,13010023	player_skill_1_timeline	ability_skill_1301002_name	ability_skill_1301002_desc		200	1
1301003			0	0	2	1	1	0	0	0	0	-1	13010031,13010032,13010033	player_skill_1_timeline	ability_skill_1301003_name	ability_skill_1301003_desc		200	1
1301004			0	0	2	1	1	0	0	0	0	-1	13010041,13010042,13010043	player_skill_1_timeline	ability_skill_1301004_name	ability_skill_1301004_desc		200	1
1301005			0	0	2	1	1	0	0	0	0	-1	13010051,13010052,13010053	player_skill_1_timeline	ability_skill_1301005_name	ability_skill_1301005_desc		200	1
1301006			0	0	2	1	1	0	0	0	0	-1	13010061,13010062,13010063	player_skill_1_timeline	ability_skill_1301006_name	ability_skill_1301006_desc		200	1
1301007			0	0	2	1	1	0	0	0	0	-1	13010071,13010072,13010073	player_skill_1_timeline	ability_skill_1301007_name	ability_skill_1301007_desc		200	1
1301008			0	0	2	1	1	0	0	0	0	-1	13010081,13010082,13010083	player_skill_1_timeline	ability_skill_1301008_name	ability_skill_1301008_desc		200	1
1301009			0	0	2	1	1	0	0	0	0	-1	13010091,13010092,13010093	player_skill_1_timeline	ability_skill_1301009_name	ability_skill_1301009_desc		200	1
1301010			0	0	2	1	1	0	0	0	0	-1	13010101,13010102,13010103	player_skill_1_timeline	ability_skill_1301010_name	ability_skill_1301010_desc		200	1
1301011			0	0	2	1	1	0	0	0	0	-1	13010111,13010112,13010113	player_skill_1_timeline	ability_skill_1301011_name	ability_skill_1301011_desc		200	1
1301012			0	0	2	1	1	0	0	0	0	-1	13010121,13010122,13010123	player_skill_1_timeline	ability_skill_1301012_name	ability_skill_1301012_desc		200	1
1301013			0	0	2	1	1	0	0	0	0	-1	13010131	player_skill_1_timeline	ability_skill_1301013_name	ability_skill_1301013_desc		200	1
1301014			0	0	2	1	1	0	0	0	0	-1	13010141	player_skill_1_timeline	ability_skill_1301014_name	ability_skill_1301014_desc		200	1
1301015			0	0	2	1	1	0	0	0	0	-1	13010151,13010152	player_skill_1_timeline	ability_skill_1301015_name	ability_skill_1301015_desc		200	1
1301016			0	0	2	1	1	0	0	0	0	-1	13010161,13010162	player_skill_1_timeline	ability_skill_1301016_name	ability_skill_1301016_desc		200	1
1301017			0	0	2	1	1	0	0	0	0	-1	13010171,13010172	player_skill_1_timeline	ability_skill_1301017_name	ability_skill_1301017_desc		200	1
1301018			0	0	2	1	1	0	0	0	0	-1	13010181,13010182	player_skill_1_timeline	ability_skill_1301018_name	ability_skill_1301018_desc		200	1
1301019			0	0	2	1	1	0	0	0	0	-1	13010191,13010192	player_skill_1_timeline	ability_skill_1301019_name	ability_skill_1301019_desc		200	1
1301020			0	0	2	1	1	0	0	0	0	-1	13010201,13010202	player_skill_1_timeline	ability_skill_1301020_name	ability_skill_1301020_desc		200	1
1301021			0	0	2	1	1	0	0	0	0	-1	13010211,13010212	player_skill_1_timeline	ability_skill_1301021_name	ability_skill_1301021_desc		200	1
1301022			0	0	2	1	1	0	0	0	0	-1	13010221,13010222	player_skill_1_timeline	ability_skill_1301022_name	ability_skill_1301022_desc		200	1
1301023			0	0	2	1	1	0	0	0	0	-1	13010231,13010232	player_skill_1_timeline	ability_skill_1301023_name	ability_skill_1301023_desc		200	1
1301024			0	0	2	1	1	0	0	0	0	-1	13010241	player_skill_1_timeline	ability_skill_1301024_name	ability_skill_1301024_desc		200	1
1301025			0	0	2	1	1	0	0	0	0	-1	13010251	player_skill_1_timeline	ability_skill_1301025_name	ability_skill_1301025_desc		200	1
1301026			0	0	2	1	1	0	0	0	0	-1	13010261	player_skill_1_timeline	ability_skill_1301026_name	ability_skill_1301026_desc		200	1
1301027			0	0	2	1	1	0	0	0	0	-1	13010271	player_skill_1_timeline	ability_skill_1301027_name	ability_skill_1301027_desc		200	1
1301028			0	0	2	1	1	0	0	0	0	-1	13010281	player_skill_1_timeline	ability_skill_1301028_name	ability_skill_1301028_desc		200	1
1301029			0	0	2	1	1	0	0	0	0	-1	13010291	player_skill_1_timeline	ability_skill_1301029_name	ability_skill_1301029_desc		200	1
1301030			0	0	2	1	1	0	0	0	0	-1	13010301	player_skill_1_timeline	ability_skill_1301030_name	ability_skill_1301030_desc		200	1
1302001			0	0	2	1	1	0	0	0	0	-1	13020011,13020012,13020013	player_skill_1_timeline	ability_skill_1302001_name	ability_skill_1302001_desc		200	1
1302002			0	0	2	1	1	0	0	0	0	-1	13020021,13020022,13020023	player_skill_1_timeline	ability_skill_1302002_name	ability_skill_1302002_desc		200	1
1302003			0	0	2	1	1	0	0	0	0	-1	13020031,13020032,13020033	player_skill_1_timeline	ability_skill_1302003_name	ability_skill_1302003_desc		200	1
1302004			0	0	2	1	1	0	0	0	0	-1	13020041,13020042,13020043	player_skill_1_timeline	ability_skill_1302004_name	ability_skill_1302004_desc		200	1
1302005			0	0	2	1	1	0	0	0	0	-1	13020051,13020052,13020053	player_skill_1_timeline	ability_skill_1302005_name	ability_skill_1302005_desc		200	1
1302006			0	0	2	1	1	0	0	0	0	-1	13020061,13020062,13020063	player_skill_1_timeline	ability_skill_1302006_name	ability_skill_1302006_desc		200	1
1302007			0	0	2	1	1	0	0	0	0	-1	13020071,13020072,13020073	player_skill_1_timeline	ability_skill_1302007_name	ability_skill_1302007_desc		200	1
1302008			0	0	2	1	1	0	0	0	0	-1	13020081,13020082,13020083	player_skill_1_timeline	ability_skill_1302008_name	ability_skill_1302008_desc		200	1
1302009			0	0	2	1	1	0	0	0	0	-1	13020091,13020092,13020093	player_skill_1_timeline	ability_skill_1302009_name	ability_skill_1302009_desc		200	1
1302010			0	0	2	1	1	0	0	0	0	-1	13020101,13020102,13020103	player_skill_1_timeline	ability_skill_1302010_name	ability_skill_1302010_desc		200	1
1302011			0	0	2	1	1	0	0	0	0	-1	13020111,13020112,13020113	player_skill_1_timeline	ability_skill_1302011_name	ability_skill_1302011_desc		200	1
1302012			0	0	2	1	1	0	0	0	0	-1	13020121,13020122,13020123	player_skill_1_timeline	ability_skill_1302012_name	ability_skill_1302012_desc		200	1
1302013			0	0	2	1	1	0	0	0	0	-1	13020131,13020132	player_skill_1_timeline	ability_skill_1302013_name	ability_skill_1302013_desc		200	1
1302014			0	0	2	1	1	0	0	0	0	-1	13020141,13020142	player_skill_1_timeline	ability_skill_1302014_name	ability_skill_1302014_desc		200	1
1302015			0	0	2	1	1	0	0	0	0	-1	13020151,13020152	player_skill_1_timeline	ability_skill_1302015_name	ability_skill_1302015_desc		200	1
1302016			0	0	2	1	1	0	0	0	0	-1	13020161,13020162	player_skill_1_timeline	ability_skill_1302016_name	ability_skill_1302016_desc		200	1
1302017			0	0	2	1	1	0	0	0	0	-1	13020171,13020172	player_skill_1_timeline	ability_skill_1302017_name	ability_skill_1302017_desc		200	1
1302018			0	0	2	1	1	0	0	0	0	-1	13020181,13020182	player_skill_1_timeline	ability_skill_1302018_name	ability_skill_1302018_desc		200	1
1302019			0	0	2	1	1	0	0	0	0	-1	13020191,13020192	player_skill_1_timeline	ability_skill_1302019_name	ability_skill_1302019_desc		200	1
1302020			0	0	2	1	1	0	0	0	0	-1	13020201,13020202	player_skill_1_timeline	ability_skill_1302020_name	ability_skill_1302020_desc		200	1
1302021			0	0	2	1	1	0	0	0	0	-1	13020211,13020212	player_skill_1_timeline	ability_skill_1302021_name	ability_skill_1302021_desc		200	1
1302022			0	0	2	1	1	0	0	0	0	-1	13020221,13020222	player_skill_1_timeline	ability_skill_1302022_name	ability_skill_1302022_desc		200	1
1302023			0	0	2	1	1	0	0	0	0	-1	13020231,13020232	player_skill_1_timeline	ability_skill_1302023_name	ability_skill_1302023_desc		200	1
1302024			0	0	2	1	1	0	0	0	0	-1	13020241,13020242	player_skill_1_timeline	ability_skill_1302024_name	ability_skill_1302024_desc		200	1
1302025			0	0	2	1	1	0	0	0	0	-1	13020251,13020252	player_skill_1_timeline	ability_skill_1302025_name	ability_skill_1302025_desc		200	1
1302026			0	0	2	1	1	0	0	0	0	-1	13020261,13020262	player_skill_1_timeline	ability_skill_1302026_name	ability_skill_1302026_desc		200	1
1302027			0	0	2	1	1	0	0	0	0	-1	13020271,13020272	player_skill_1_timeline	ability_skill_1302027_name	ability_skill_1302027_desc		200	1
1302028			0	0	2	1	1	0	0	0	0	-1	13020281,13020282	player_skill_1_timeline	ability_skill_1302028_name	ability_skill_1302028_desc		200	1
1302029			0	0	2	1	1	0	0	0	0	-1	13020291,13020292	player_skill_1_timeline	ability_skill_1302029_name	ability_skill_1302029_desc		200	1
1302030			0	0	2	1	1	0	0	0	0	-1	13020301,13020302	player_skill_1_timeline	ability_skill_1302030_name	ability_skill_1302030_desc		200	1
9101001			1	1	1	3	1	1	80	1000	100	-1		skill_melee_timeline		active_skill_1101001_desc		200	1
9101002			1	1	1	3	1	0	80	1000	100	-1		skill_self_attack		active_skill_1101001_desc		200	1
1900001			0	0	2	1	1	0	0	0	0	-1	19000001	player_skill_1_timeline	ability_skill_awake1_name				
1900002			0	0	2	1	1	0	0	0	0	-1	19000002	player_skill_1_timeline	ability_skill_awake2_name				
1900003			0	0	2	1	1	0	0	0	0	-1	19000003	player_skill_1_timeline	ability_skill_awake3_name				
1900004			0	0	2	1	1	0	0	0	0	-1	19000004	player_skill_1_timeline	ability_skill_awake4_name				
1900005			0	0	2	1	1	0	0	0	0	-1	19000005	player_skill_1_timeline	ability_skill_awake5_name				
