id	region	serialnum	pokemon_id	level	is_random_skill	active_skill_list	passive_skill_list	npc_hp	npc_speed	npc_pAtk	npc_pDef	npc_sAtk	npc_sDef	npc_star	npc_wake
605064	6	3210	10500301	80	1			4425	50	1660	812	1660	812	6	0
605071	6	3211	10500201	80	1			4850	50	1940	930	1940	930	6	0
605072	6	3212	10500201	80	1			4850	50	1940	930	1940	930	6	0
605073	6	3213	10500201	80	1			4850	50	1940	930	1940	930	6	0
605074	6	3214	10500201	80	1			4850	50	1940	930	1940	930	6	0
403511	4	4101	10200301	60	1			1800	50	720	315	720	315	5	0
403512	4	4102	10200101	60	1			1980	50	750	345	750	345	5	0
403513	4	4103	10200201	60	1			1980	50	750	345	750	345	5	0
403521	4	4104	10200401	60	1			1800	50	720	315	720	315	5	0
403522	4	4105	10200501	60	1			1980	50	750	345	750	345	5	0
403523	4	4106	10200101	60	1			1980	50	750	345	750	345	5	0
403531	4	4107	10200301	70	1			2100	50	846	345	846	345	5	0
403532	4	4108	10200201	70	1			2320	50	883	379	883	379	5	0
403533	4	4109	10200501	70	1			2320	50	883	379	883	379	5	0
503511	5	4110	10300401	80	1			2400	50	972	375	972	375	5	0
503512	5	4111	10300101	80	1			2660	50	1016	413	1016	413	5	0
503513	5	4112	10300201	80	1			2660	50	1016	413	1016	413	5	0
503521	5	4113	10300501	80	1			2400	50	972	375	972	375	5	0
503522	5	4114	10300601	80	1			2660	50	1016	413	1016	413	5	0
503523	5	4115	10300101	80	1			2660	50	1016	413	1016	413	5	0
503531	5	4116	10300401	80	1			2400	50	972	375	972	375	5	0
503532	5	4117	10300201	80	1			2660	50	1016	413	1016	413	5	0
503533	5	4118	10300601	80	1			2660	50	1016	413	1016	413	5	0
603511	6	4119	10400301	80	1			2400	50	972	375	972	375	5	0
603512	6	4120	10400101	80	1			2660	50	1016	413	1016	413	5	0
603513	6	4121	10400201	80	1			2660	50	1016	413	1016	413	5	0
603521	6	4122	10400501	80	1			2400	50	972	375	972	375	5	0
603522	6	4123	10400401	80	1			2660	50	1016	413	1016	413	5	0
603523	6	4124	10400101	80	1			2660	50	1016	413	1016	413	5	0
603531	6	4125	10400301	80	1			2400	50	972	375	972	375	5	0
603532	6	4126	10400201	80	1			2660	50	1016	413	1016	413	5	0
603533	6	4127	10400401	80	1			2660	50	1016	413	1016	413	5	0
701011	7	7101	10201001	40	1			654	99	246	69	246	69	4	0
701012	7	7102	10200301	40	1			577	99	233	60	233	60	4	0
701013	7	7103	10200401	40	1			577	99	233	60	233	60	4	0
701014	7	7104	10201001	40	1			673	99	261	72	261	72	4	1
701021	7	7105	10200501	45	1			923	99	352	140	352	140	4	0
701022	7	7106	10200401	45	1			832	99	337	131	337	131	4	0
701023	7	7107	10200301	45	1			845	99	347	133	347	133	4	1
701024	7	7108	10200501	45	1			942	99	367	144	367	144	4	1
701031	7	7109	10201001	50	1			1211	99	474	216	474	216	4	1
701032	7	7110	10200101	50	1			1211	99	474	216	474	216	4	1
701033	7	7111	10200201	50	1			1211	99	474	216	474	216	4	1
701034	7	7112	10200801	50	1			1425	99	537	244	537	244	4	2
701041	7	7113	10201001	55	1			1514	99	594	291	594	291	4	1
701042	7	7114	10200501	55	1			1514	99	594	291	594	291	4	1
701043	7	7115	10200101	55	1			1514	99	594	291	594	291	4	1
701044	7	7116	10200701	55	1			1755	99	660	322	660	322	4	2
701051	7	7117	10201001	60	1			1817	99	713	367	713	367	4	1
701052	7	7118	10200201	60	1			1817	99	713	367	713	367	4	1
701053	7	7119	10200501	60	1			1817	99	713	367	713	367	4	1
701054	7	7120	10200601	60	1			2085	99	783	400	783	400	4	2
701061	7	7121	10200101	65	1			2137	99	840	444	840	444	4	1
701062	7	7122	10200201	65	1			2392	99	925	474	925	474	5	1
701063	7	7123	10200801	65	1			2735	99	1003	516	1003	516	5	2
701064	7	7124	10200701	65	1			2810	99	1063	531	1063	531	5	3
701071	7	7125	10200501	70	1			2457	99	966	521	966	521	4	1
701072	7	7126	10200101	70	1			2712	99	1052	551	1052	551	5	1
701073	7	7127	10200601	70	1			3085	99	1133	596	1133	596	5	2
701074	7	7128	10200801	70	1			3160	99	1193	611	1193	611	5	3
701081	7	7129	10200201	75	1			3032	99	1178	628	1178	628	5	1
701082	7	7130	10200501	75	1			3448	99	1318	678	1318	678	6	1
701083	7	7131	10200701	75	1			3925	99	1410	735	1410	735	6	2
701084	7	7132	10200601	75	1			4000	99	1470	750	1470	750	6	3
701091	7	7133	10201201	80	1			4275	99	1540	815	1540	815	6	2
701092	7	7134	10200601	80	1			4275	99	1540	815	1540	815	6	2
701093	7	7135	10200701	80	1			4275	99	1540	815	1540	815	6	2
701094	7	7136	10200801	80	1			4350	99	1600	830	1600	830	6	3
701101	7	7137	10200801	80	1			4567	99	1680	871	1680	871	6	3
701102	7	7138	10200601	80	1			4567	99	1680	871	1680	871	6	3
701103	7	7139	10200701	80	1			4567	99	1680	871	1680	871	6	3
701104	7	7140	10201201	80	1			4567	99	1680	871	1680	871	6	3
701111	7	7141	10200701	80	1			4922	99	1870	940	1870	940	6	4
701112	7	7142	10200801	80	1			4922	99	1870	940	1870	940	6	4
701113	7	7143	10200601	80	1			4922	99	1870	940	1870	940	6	4
701114	7	7144	10201201	80	1			4922	99	1870	940	1870	940	6	4
701121	7	7145	10200601	80	1			5640	99	2256	1080	2256	1080	6	5
701122	7	7146	10200701	80	1			5640	99	2256	1080	2256	1080	6	5
701123	7	7147	10200801	80	1			5640	99	2256	1080	2256	1080	6	5
701124	7	7148	10201201	80	1			5640	99	2256	1080	2256	1080	6	5
702011	7	7149	10301001	40	1			654	99	246	69	246	69	4	0
702012	7	7150	10300401	40	1			577	99	233	60	233	60	4	0
702013	7	7151	10300501	40	1			577	99	233	60	233	60	4	0
702014	7	7152	10301001	40	1			673	99	261	72	261	72	4	1
702021	7	7153	10300601	45	1			923	99	352	140	352	140	4	0
702022	7	7154	10300501	45	1			832	99	337	131	337	131	4	0
702023	7	7155	10300401	45	1			845	99	347	133	347	133	4	1
702024	7	7156	10300601	45	1			942	99	367	144	367	144	4	1
702031	7	7157	10301001	50	1			1211	99	474	216	474	216	4	1
702032	7	7158	10300101	50	1			1211	99	474	216	474	216	4	1
702033	7	7159	10300201	50	1			1211	99	474	216	474	216	4	1
702034	7	7160	10300801	50	1			1425	99	537	244	537	244	4	2
702041	7	7161	10301001	55	1			1514	99	594	291	594	291	4	1
702042	7	7162	10300601	55	1			1514	99	594	291	594	291	4	1
702043	7	7163	10300101	55	1			1514	99	594	291	594	291	4	1
702044	7	7164	10300701	55	1			1755	99	660	322	660	322	4	2
702051	7	7165	10301001	60	1			1817	99	713	367	713	367	4	1
702052	7	7166	10300201	60	1			1817	99	713	367	713	367	4	1
702053	7	7167	10300601	60	1			1817	99	713	367	713	367	4	1
702054	7	7168	10300301	60	1			2085	99	783	400	783	400	4	2
702061	7	7169	10300101	65	1			2137	99	840	444	840	444	4	1
702062	7	7170	10300201	65	1			2392	99	925	474	925	474	5	1
702063	7	7171	10300801	65	1			2735	99	1003	516	1003	516	5	2
702064	7	7172	10300701	65	1			2810	99	1063	531	1063	531	5	3
702071	7	7173	10300601	70	1			2457	99	966	521	966	521	4	1
702072	7	7174	10300101	70	1			2712	99	1052	551	1052	551	5	1
702073	7	7175	10300301	70	1			3085	99	1133	596	1133	596	5	2
702074	7	7176	10300801	70	1			3160	99	1193	611	1193	611	5	3
702081	7	7177	10300201	75	1			3032	99	1178	628	1178	628	5	1
702082	7	7178	10300601	75	1			3448	99	1318	678	1318	678	6	1
702083	7	7179	10300701	75	1			3925	99	1410	735	1410	735	6	2
702084	7	7180	10300301	75	1			4000	99	1470	750	1470	750	6	3
702091	7	7181	10301201	80	1			4275	99	1540	815	1540	815	6	2
702092	7	7182	10300301	80	1			4275	99	1540	815	1540	815	6	2
702093	7	7183	10300701	80	1			4275	99	1540	815	1540	815	6	2
702094	7	7184	10300801	80	1			4350	99	1600	830	1600	830	6	3
702101	7	7185	10300801	80	1			4567	99	1680	871	1680	871	6	3
702102	7	7186	10300301	80	1			4567	99	1680	871	1680	871	6	3
702103	7	7187	10300701	80	1			4567	99	1680	871	1680	871	6	3
702104	7	7188	10301201	80	1			4567	99	1680	871	1680	871	6	3
702111	7	7189	10300701	80	1			4922	99	1870	940	1870	940	6	4
702112	7	7190	10300801	80	1			4922	99	1870	940	1870	940	6	4
702113	7	7191	10300301	80	1			4922	99	1870	940	1870	940	6	4
702114	7	7192	10301201	80	1			4922	99	1870	940	1870	940	6	4
702121	7	7193	10300301	80	1			5640	99	2256	1080	2256	1080	6	5
702122	7	7194	10300701	80	1			5640	99	2256	1080	2256	1080	6	5
702123	7	7195	10300801	80	1			5640	99	2256	1080	2256	1080	6	5
702124	7	7196	10301201	80	1			5640	99	2256	1080	2256	1080	6	5
703011	7	7197	10401101	40	1			654	99	246	69	246	69	4	0
703012	7	7198	10400301	40	1			577	99	233	60	233	60	4	0
703013	7	7199	10400501	40	1			577	99	233	60	233	60	4	0
703014	7	7200	10401101	40	1			673	99	261	72	261	72	4	1
703021	7	7201	10400401	45	1			923	99	352	140	352	140	4	0
703022	7	7202	10400501	45	1			832	99	337	131	337	131	4	0
703023	7	7203	10400301	45	1			845	99	347	133	347	133	4	1
703024	7	7204	10400401	45	1			942	99	367	144	367	144	4	1
703031	7	7205	10401101	50	1			1211	99	474	216	474	216	4	1
703032	7	7206	10400101	50	1			1211	99	474	216	474	216	4	1
703033	7	7207	10400201	50	1			1211	99	474	216	474	216	4	1
703034	7	7208	10400801	50	1			1425	99	537	244	537	244	4	2
703041	7	7209	10401101	55	1			1514	99	594	291	594	291	4	1
703042	7	7210	10400401	55	1			1514	99	594	291	594	291	4	1
703043	7	7211	10400101	55	1			1514	99	594	291	594	291	4	1
703044	7	7212	10400701	55	1			1755	99	660	322	660	322	4	2
703051	7	7213	10401101	60	1			1817	99	713	367	713	367	4	1
703052	7	7214	10400201	60	1			1817	99	713	367	713	367	4	1
703053	7	7215	10400401	60	1			1817	99	713	367	713	367	4	1
703054	7	7216	10400601	60	1			2085	99	783	400	783	400	4	2
703061	7	7217	10400101	65	1			2137	99	840	444	840	444	4	1
703062	7	7218	10400201	65	1			2392	99	925	474	925	474	5	1
703063	7	7219	10400801	65	1			2735	99	1003	516	1003	516	5	2
703064	7	7220	10400701	65	1			2810	99	1063	531	1063	531	5	3
703071	7	7221	10400401	70	1			2457	99	966	521	966	521	4	1
703072	7	7222	10400101	70	1			2712	99	1052	551	1052	551	5	1
703073	7	7223	10400601	70	1			3085	99	1133	596	1133	596	5	2
703074	7	7224	10400801	70	1			3160	99	1193	611	1193	611	5	3
703081	7	7225	10400201	75	1			3032	99	1178	628	1178	628	5	1
703082	7	7226	10400401	75	1			3448	99	1318	678	1318	678	6	1
703083	7	7227	10400701	75	1			3925	99	1410	735	1410	735	6	2
703084	7	7228	10400601	75	1			4000	99	1470	750	1470	750	6	3
703091	7	7229	10401001	80	1			4275	99	1540	815	1540	815	6	2
703092	7	7230	10400601	80	1			4275	99	1540	815	1540	815	6	2
703093	7	7231	10400701	80	1			4275	99	1540	815	1540	815	6	2
703094	7	7232	10400801	80	1			4350	99	1600	830	1600	830	6	3
703101	7	7233	10400801	80	1			4567	99	1680	871	1680	871	6	3
703102	7	7234	10400601	80	1			4567	99	1680	871	1680	871	6	3
703103	7	7235	10400701	80	1			4567	99	1680	871	1680	871	6	3
703104	7	7236	10401001	80	1			4567	99	1680	871	1680	871	6	3
703111	7	7237	10400701	80	1			4922	99	1870	940	1870	940	6	4
703112	7	7238	10400801	80	1			4922	99	1870	940	1870	940	6	4
703113	7	7239	10400601	80	1			4922	99	1870	940	1870	940	6	4
703114	7	7240	10401001	80	1			4922	99	1870	940	1870	940	6	4
703121	7	7241	10400601	80	1			5640	99	2256	1080	2256	1080	6	5
703122	7	7242	10400701	80	1			5640	99	2256	1080	2256	1080	6	5
703123	7	7243	10400801	80	1			5640	99	2256	1080	2256	1080	6	5
703124	7	7244	10401001	80	1			5640	99	2256	1080	2256	1080	6	5
704011	7	7245	10201001	40	1			654	99	246	69	246	69	4	0
704012	7	7246	10301001	40	1			654	99	246	69	246	69	4	0
704013	7	7247	10201201	40	1			770	99	259	81	259	81	4	0
704014	7	7248	10301201	40	1			795	99	279	86	279	86	4	1
704021	7	7249	10401101	45	1			923	99	352	140	352	140	4	0
704022	7	7250	10100501	45	1			923	99	352	140	352	140	4	0
704023	7	7251	10401001	45	1			1085	99	388	160	388	160	4	1
704024	7	7252	10100601	45	1			1085	99	388	160	388	160	4	1
704031	7	7253	10201001	50	1			1211	99	474	216	474	216	4	1
704032	7	7254	10401101	50	1			1211	99	474	216	474	216	4	1
704033	7	7255	10201201	50	1			1375	99	497	234	497	234	4	1
704034	7	7256	10401001	50	1			1425	99	537	244	537	244	4	2
704041	7	7257	10301001	55	1			1514	99	594	291	594	291	4	1
704042	7	7258	10100501	55	1			1514	99	594	291	594	291	4	1
704043	7	7259	10301201	55	1			1705	99	620	312	620	312	4	1
704044	7	7260	10100601	55	1			1755	99	660	322	660	322	4	2
704051	7	7261	10100501	60	1			1817	99	713	367	713	367	4	1
704052	7	7262	10201001	60	1			1817	99	713	367	713	367	4	1
704053	7	7263	10100601	60	1			2035	99	743	390	743	390	4	1
704054	7	7264	10201201	60	1			2085	99	783	400	783	400	4	2
704061	7	7265	10401101	65	1			2137	99	840	444	840	444	4	1
704062	7	7266	10301001	65	1			2392	99	925	474	925	474	5	1
704063	7	7267	10401001	65	1			2735	99	1003	516	1003	516	5	2
704064	7	7268	10301201	65	1			2810	99	1063	531	1063	531	5	3
704071	7	7269	10201201	70	1			2735	99	1003	550	1003	550	4	1
704072	7	7270	10301201	70	1			3035	99	1093	586	1093	586	5	1
704073	7	7271	10401001	70	1			3085	99	1133	596	1133	596	5	2
704074	7	7272	10600301	70	1			3160	99	1193	611	1193	611	5	3
704081	7	7273	10301201	75	1			3385	99	1223	666	1223	666	5	1
704082	7	7274	10401001	75	1			3875	99	1370	725	1370	725	6	1
704083	7	7275	10201201	75	1			3925	99	1410	735	1410	735	6	2
704084	7	7276	10600101	75	1			4000	99	1470	750	1470	750	6	3
704091	7	7277	10401001	80	1			4275	99	1540	815	1540	815	6	2
704092	7	7278	10201201	80	1			4275	99	1540	815	1540	815	6	2
704093	7	7279	10301201	80	1			4275	99	1540	815	1540	815	6	2
704094	7	7280	10600301	80	1			4350	99	1600	830	1600	830	6	3
704101	7	7281	10600301	80	1			4567	99	1680	871	1680	871	6	3
704102	7	7282	10500101	80	1			4567	99	1680	871	1680	871	6	3
704103	7	7283	10500201	80	1			4567	99	1680	871	1680	871	6	3
704104	7	7284	10600101	80	1			4567	99	1680	871	1680	871	6	3
704111	7	7285	10600101	80	1			4922	99	1870	940	1870	940	6	4
704112	7	7286	10500301	80	1			4922	99	1870	940	1870	940	6	4
704113	7	7287	10500101	80	1			4922	99	1870	940	1870	940	6	4
704114	7	7288	10600301	80	1			4922	99	1870	940	1870	940	6	4
704121	7	7289	10600301	80	1			5640	99	2256	1080	2256	1080	6	5
704122	7	7290	10500201	80	1			5640	99	2256	1080	2256	1080	6	5
704123	7	7291	10500301	80	1			5640	99	2256	1080	2256	1080	6	5
704124	7	7292	10600101	80	1			5640	99	2256	1080	2256	1080	6	5
