dialogue_id	npc_name	dialogue_list	npc_id	action_id	reason_id
1047	npc_70307	7030723	70307	2	3
1048	npc_70308	7030823	70308	2	3
1049	npc_70309	7030923	70309	2	3
1050	npc_70310	7031023	70310	2	3
1051	npc_70311	7031123	70311	2	3
1052	npc_70312	7031223	70312	2	3
1053	npc_70401	7040123	70401	2	3
1054	npc_70402	7040223	70402	2	3
1055	npc_70403	7040323	70403	2	3
1056	npc_70404	7040423	70404	2	3
1057	npc_70405	7040523	70405	2	3
1058	npc_70406	7040623	70406	2	3
1059	npc_70407	7040723	70407	2	3
1060	npc_70408	7040823	70408	2	3
1061	npc_70409	7040923	70409	2	3
1062	npc_70410	7041023	70410	2	3
1063	npc_70411	7041123	70411	2	3
1064	npc_70412	7041223	70412	2	3
1065	npc_70101	7010124	70101	2	4
1066	npc_70102	7010224	70102	2	4
1067	npc_70103	7010324	70103	2	4
1068	npc_70104	7010424	70104	2	4
1069	npc_70105	7010524	70105	2	4
1070	npc_70106	7010624	70106	2	4
1071	npc_70107	7010724	70107	2	4
1072	npc_70108	7010824	70108	2	4
1073	npc_70109	7010924	70109	2	4
1074	npc_70110	7011024	70110	2	4
1075	npc_70111	7011124	70111	2	4
1076	npc_70112	7011224	70112	2	4
1077	npc_70201	7020124	70201	2	4
1078	npc_70202	7020224	70202	2	4
1079	npc_70203	7020324	70203	2	4
1080	npc_70204	7020424	70204	2	4
1081	npc_70205	7020524	70205	2	4
1082	npc_70206	7020624	70206	2	4
1083	npc_70207	7020724	70207	2	4
1084	npc_70208	7020824	70208	2	4
1085	npc_70209	7020924	70209	2	4
1086	npc_70210	7021024	70210	2	4
1087	npc_70211	7021124	70211	2	4
1088	npc_70212	7021224	70212	2	4
1089	npc_70301	7030124	70301	2	4
1090	npc_70302	7030224	70302	2	4
1091	npc_70303	7030324	70303	2	4
1092	npc_70304	7030424	70304	2	4
1093	npc_70305	7030524	70305	2	4
1094	npc_70306	7030624	70306	2	4
1095	npc_70307	7030724	70307	2	4
1096	npc_70308	7030824	70308	2	4
1097	npc_70309	7030924	70309	2	4
1098	npc_70310	7031024	70310	2	4
1099	npc_70311	7031124	70311	2	4
1100	npc_70312	7031224	70312	2	4
1101	npc_70401	7040124	70401	2	4
1102	npc_70402	7040224	70402	2	4
1103	npc_70403	7040324	70403	2	4
1104	npc_70404	7040424	70404	2	4
1105	npc_70405	7040524	70405	2	4
1106	npc_70406	7040624	70406	2	4
1107	npc_70407	7040724	70407	2	4
1108	npc_70408	7040824	70408	2	4
1109	npc_70409	7040924	70409	2	4
1110	npc_70410	7041024	70410	2	4
1111	npc_70411	7041124	70411	2	4
1112	npc_70412	7041224	70412	2	4
1113	npc_70101	7010126	70101	2	6
1114	npc_70102	7010226	70102	2	6
1115	npc_70103	7010326	70103	2	6
1116	npc_70104	7010426	70104	2	6
1117	npc_70105	7010526	70105	2	6
1118	npc_70106	7010626	70106	2	6
1119	npc_70107	7010726	70107	2	6
1120	npc_70108	7010826	70108	2	6
1121	npc_70109	7010926	70109	2	6
1122	npc_70110	7011026	70110	2	6
1123	npc_70111	7011126	70111	2	6
1124	npc_70112	7011226	70112	2	6
1125	npc_70201	7020126	70201	2	6
1126	npc_70202	7020226	70202	2	6
1127	npc_70203	7020326	70203	2	6
1128	npc_70204	7020426	70204	2	6
1129	npc_70205	7020526	70205	2	6
1130	npc_70206	7020626	70206	2	6
1131	npc_70207	7020726	70207	2	6
1132	npc_70208	7020826	70208	2	6
1133	npc_70209	7020926	70209	2	6
1134	npc_70210	7021026	70210	2	6
1135	npc_70211	7021126	70211	2	6
1136	npc_70212	7021226	70212	2	6
1137	npc_70301	7030126	70301	2	6
1138	npc_70302	7030226	70302	2	6
1139	npc_70303	7030326	70303	2	6
1140	npc_70304	7030426	70304	2	6
1141	npc_70305	7030526	70305	2	6
1142	npc_70306	7030626	70306	2	6
1143	npc_70307	7030726	70307	2	6
1144	npc_70308	7030826	70308	2	6
1145	npc_70309	7030926	70309	2	6
1146	npc_70310	7031026	70310	2	6
1147	npc_70311	7031126	70311	2	6
1148	npc_70312	7031226	70312	2	6
1149	npc_70401	7040126	70401	2	6
1150	npc_70402	7040226	70402	2	6
1151	npc_70403	7040326	70403	2	6
1152	npc_70404	7040426	70404	2	6
1153	npc_70405	7040526	70405	2	6
1154	npc_70406	7040626	70406	2	6
1155	npc_70407	7040726	70407	2	6
1156	npc_70408	7040826	70408	2	6
1157	npc_70409	7040926	70409	2	6
1158	npc_70410	7041026	70410	2	6
1159	npc_70411	7041126	70411	2	6
1160	npc_70412	7041226	70412	2	6
1161	npc_71001	7100151	71001	5	1
